title,author,downloads
An Essay Towards a Philosophy of Education,Charlotte M. Mason,1611
Ten Thousand Wonderful Things,Unknown,1611
Sea Power in its Relations to the War of 1812. Volume 1,A. T. Mahan,1611
"The Deipnosophists; or, Banquet of the Learned of Athenæus, Vol. 1 (of 3)",of Naucratis Athenaeus,1611
"Storia delle repubbliche italiane dei secoli di mezzo, v. 06 (of 16) (Italian)",J.-C.-L. Simonde de Sismondi,1610
The Deaf,Harry Best,1610
NetWorld! What People Are Really Doing on the Internet and What It Means to You,David H. Rothman,1610
The Bible,John E. Remsburg,1610
"The journal of Montaigne's travels in Italy by way of Switzerland and Germany in 1580 and 1581, Volume 3 (of 3)",Michel de Montaigne,1610
Sweden,Victor Alfred Nilsson,1609
"Encyclopaedia Britannica, 11th Edition, ""Evangelical Church Conference"" to ""Fairbairn, Sir William""",Various,1609
"Storia della decadenza e rovina dell'impero romano, volume 02 (Italian)",Edward Gibbon,1608
Engraving,comte Henri Delaborde,1608
Language,Otto Jespersen,1607
Journey to Lhasa and Central Tibet,Sarat Chandra Das,1607
"U.S. Marine Operations in Korea, 1950-1953, Volume 3 (of 5)","United States. Marine Corps, Lynn Montross, and Nicholas A. Canzona",1607
"History of Julius Cæsar, Vol. 2 of 2",Emperor of the French Napoleon III,1606
Die hauptsächlichsten Theorien der Geometrie (German),Gino Loria,1606
"Encyclopaedia Britannica, 11th Edition, ""French Literature"" to ""Frost, William""",Various,1605
The Old Showmen and the Old London Fairs,Thomas Frost,1605
Micromegas,Voltaire,1605
Myths & Legends of Japan,F. Hadland Davis,1605
Art Principles with Special Reference to Painting,Ernest Govett,1604
Portuguese Architecture,Walter Crum Watson,1604
Jacob Cats ,Jacob Cats,1603
The Ethics of Medical Homicide and Mutilation,Austin O'Malley,1603
Heartbreak House,Bernard Shaw,1603
Tales and Stories,Mary Wollstonecraft Shelley,1602
Three generations,Maud Howe Elliott,1602
"Elements of Chemistry,",Antoine Laurent Lavoisier,1602
Embroidery and Tapestry Weaving,Grace Christie,1601
Agnes Grey,Anne Brontë,1600
The Quest of the Silver Fleece,W. E. B. Du Bois,1600
An Old-Fashioned Girl,Louisa May Alcott,1599
The Epic of Gilgamish,Stephen Langdon,1599
Cuentos de Amor de Locura y de Muerte (Spanish),Horacio Quiroga,1599
In the Andamans and Nicobars,C. Boden Kloss,1597
The Beggar's Opera; to Which is Prefixed the Musick to Each Song,John Gay,1597
西湖佳話 (Chinese),pseud. Langzi Mo,1597
Pioneers in Canada,Harry Johnston,1597
Memorials of old Cheshire,Unknown,1596
Glacier National Park [Montana],United States. Department of the Interior,1596
Ancient Law,Sir Henry Sumner Maine,1596
"1914, and Other Poems",Rupert Brooke,1596
"Bliss, and other stories",Katherine Mansfield,1594
"Life of Mozart, Vol. 1 (of 3)",Otto Jahn,1594
The Story of Rouen,Theodore Andrea Cook,1594
"Encyclopaedia Britannica, 11th Edition, ""Cat"" to ""Celt""",Various,1594
Life of Adam Smith,John Rae,1594
"The History of Mary I, Queen of England",J. M. Stone,1593
Language,Edward Sapir,1593
"The City of Auckland, New Zealand, 1840-1920",John Barr,1592
The Spy,James Fenimore Cooper,1592
"London Labour and the London Poor, Vol. 4",Henry Mayhew,1591
The science of fairy tales ,Edwin Sidney Hartland,1591
"The History of Painting in Italy, Vol. 1 (of 6)",Luigi Lanzi,1590
"Kentucky in American Letters, 1784-1912. Vol. 1 of 2",John Wilson Townsend,1590
"Ragged Dick, Or, Street Life in New York with the Boot-Blacks",Jr. Horatio Alger,1589
The First Four Books of Xenophon's Anabasis,Xenophon,1589
"Lives of the Most Eminent Painters Sculptors and Architects, Vol. 04 (of 10)",Giorgio Vasari,1589
"History of the United States of America, Volume 2 (of 9) ",Henry Adams,1588
The United States Bill of Rights,United States,1588
"The Project Gutenberg Encyclopedia, Volume 1 of 28",Project Gutenberg,1588
Villani's Chronicle,Giovanni Villani,1588
"Narrative and Critical History of America, Vol. 5 (of 8)",Unknown,1587
Aesop's Fables - Volume 01,Aesop,1586
Chess Strategy,Edward Lasker,1586
Two Years in the French West Indies,Lafcadio Hearn,1585
"Life and Letters of Thomas Cromwell, Vol. 1 of 2",Roger Bigelow Merriman,1585
The Tale of Tom Kitten,Beatrix Potter,1585
Round the Horn before the mast,Basil Lubbock,1584
The Lost Continent,Edgar Rice Burroughs,1584
The Melting-Pot,Israel Zangwill,1583
Negro Migration during the War,Emmett J. Scott,1583
The Violoncello and Its History,Wilhelm Joseph von Wasielewski,1582
"Missions au Sahara, tome 1 ",E. F. Gautier,1582
"Henley's Twentieth Century Formulas, Recipes and Processes",Unknown,1582
The Apology,Xenophon,1582
The Land That Time Forgot,Edgar Rice Burroughs,1581
Qing Lou Meng (Chinese),Tao Zor,1581
The Life of the Grasshopper,Jean-Henri Fabre,1580
Emily of New Moon,L. M. Montgomery,1580
The Whelps of the Wolf,George Marsh,1580
The Life of Cesare Borgia,Rafael Sabatini,1579
Selections from the Speeches and Writings of Edmund Burke,Edmund Burke,1579
Medieval rhetoric and poetic to 1400 ,Charles Sears Baldwin,1578
Engelsk-Svensk och Svensk-Engelsk Ordbok Med Fullständig Uttalsbeteckning (Swedish),Frederick Lönnkvist,1578
夜雨秋燈錄 (Chinese),Ding Xuan,1578
Academica (Latin),Marcus Tullius Cicero,1578
Gulliver's Travels,Jonathan Swift,1578
English Heraldic Book-stamps,Cyril Davenport,1578
Psychopathia sexualis,R. von Krafft-Ebing,1578
"The Round Towers of Ireland; or, The History of the Tuath-De-Danaans",Henry O'Brien,1577
"Mad Shepherds, and Other Human Studies",L. P. Jacks,1577
Nathan the Wise; a dramatic poem in five acts,Gotthold Ephraim Lessing,1577
The Frontiers of Language and Nationality in Europe,Leon Dominian,1577
"The Plague of Lust, Vol. 2 (of 2)",Julius Rosenbaum,1577
The Journal of a Disappointed Man,W. N. P. Barbellion,1576
"The History of the City of Fredericksburg, Virginia",S. J. Quinn,1576
Venice and Its Story,Thomas Okey,1576
To Mesopotamia and Kurdistan in disguise ,Ely Banister Soane,1574
"Medical Jurisprudence, Volume 1 (of 3)",John Ayrton Paris and J. S. M. Fonblanque,1574
Armenia and the Armenians,Unknown,1573
Rob Roy — Complete,Walter Scott,1573
Alice's Adventures Under Ground,Lewis Carroll,1573
Unbeaten Tracks in Japan,Isabella L. Bird,1572
"Encyclopaedia Britannica, 11th Edition, ""Helmont, Jean"" to ""Hernosand""",Various,1571
History of the Buccaneers of America,James Burney,1571
Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,Albert Pike,1571
"A new, practical and easy method of learning the Portuguese language",F. Ahn,1570
Error's chains ,Frank S. Dobbins,1569
"The Cultural History of Marlborough, Virginia",C. Malcolm Watkins,1569
"Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, (6/6) (French)",Joseph-Adolphe Aubenas,1569
The Bible Story,Newton Marshall Hall and Irving Francis Wood,1569
The Brain,Heinrich Hauser,1568
"The $30,000 Bequest, and Other Stories",Mark Twain,1568
Boswelliana,James Boswell,1568
The House on the Borderland,William Hope Hodgson,1568
Selections From the Works of John Ruskin,John Ruskin,1568
The Fox Jumps Over the Parson's Gate,Unknown,1568
The Officer's Manual,Emperor of the French Napoleon I,1567
Poor Folk,Fyodor Dostoyevsky,1567
三國志演義 (Chinese),Guanzhong Luo,1566
"A Popular History of France from the Earliest Times, Volume 4",François Guizot,1566
Henry Esmond; The English Humourists; The Four Georges,William Makepeace Thackeray,1566
The Mysteries of All Nations,James Grant,1566
"Journeys Through Bookland, Vol. 6",Charles Herbert Sylvester,1565
兒女英雄傳 (Chinese),active 1842-1851 Wenkang,1565
Religion and the rise of capitalism ,R. H. Tawney,1564
"Twenty-five years of the Philadelphia Orchestra, 1900-1925",Frances Anne Wister,1564
My Life as an Author,Martin Farquhar Tupper,1564
"Encyclopaedia Britannica, 11th Edition, ""Camorra"" to ""Cape Colony""",Various,1564
文明小史 (Chinese),Boyuan Li,1564
La Ilíada (Spanish),Homer,1563
"The Old Inns of Old England, Volume 1 (of 2)",Charles G. Harper,1562
The Hymns of Prudentius (Latin),Prudentius,1562
The Professor,Charlotte Brontë,1561
Dream Psychology,Sigmund Freud,1560
"Club Life of London, Vol. 2 (of 2)",John Timbs,1560
A History of Rome to 565 A. D.,Arthur E. R. Boak,1559
Van Slaaf tot Vorst,van Java Melati,1559
A Commentary to Kant's 'Critique of Pure Reason',Norman Kemp Smith,1559
"The Life and Letters of Mary Wollstonecraft Shelley, Volume 1 (of 2)",Mrs. Julian Marshall,1559
Italian Highways and Byways from a Motor Car,M. F. Mansfield,1558
The Translations of Beowulf,Chauncey Brewster Tinker,1558
How to Visit the English Cathedrals,Esther Singleton,1558
"The best short stories of 1915, and the yearbook of the American short story",Unknown,1556
Seductio Ad Absurdum,Emily Hahn,1556
The Vicomte de Bragelonne,Alexandre Dumas and Auguste Maquet,1556
The Babylonian Legends of the Creation,Sir E. A. Wallis Budge,1556
"How to Tell a Story, and Other Essays",Mark Twain,1555
Histoire de France 814-1189 (Volume 2/19) (French),Jules Michelet,1555
Menexenus,Plato,1555
"Complete Hypnotism, Mesmerism, Mind-Reading and Spiritualism",A. Alpheus,1555
The Book of Buried Treasure,Ralph Delahaye Paine,1555
The Origin of Paul's Religion,J. Gresham Machen,1555
Greek Lands and Letters,Anne C. E. Allinson and Francis Greenleaf Allinson,1554
Los nueve libros de la Historia (1 de 2) (Spanish),Herodotus,1554
說唐 (Chinese),Guanzhong Luo,1554
The excavations at Babylon,Robert Koldewey,1554
"Encyclopaedia Britannica, 11th Edition, ""Chicago, University of"" to ""Chiton""",Various,1553
"A Catalogue of Books in English Later than 1700, Vol. 2",Unknown,1552
"King Spruce, A Novel",Holman Day,1552
"Journeys Through Bookland, Vol. 8",Charles Herbert Sylvester,1552
The Awakening of Spring,Frank Wedekind,1551
"Portraits littéraires, Tome III (French)",Charles Augustin Sainte-Beuve,1551
Victorian worthies ,George Henry Blore,1551
Poems of Paul Verlaine,Paul Verlaine,1550
Aurora Leigh,Elizabeth Barrett Browning,1550
The Protocols and world revolution ,Sergiei Nilus,1549
Roosevelt in the Kansas City Star,Theodore Roosevelt,1549
The Complete Bachelor,Walter Germain,1549
"The Reign of Henry the Eighth, Volume 1 (of 3)",James Anthony Froude,1548
"The Washington Historical Quarterly, Volume V, 1914",Various,1547
"The Philippine Islands, 1493-1898, Volume 38, 1674-1683",Unknown,1547
How to plan a library building for library work,Charles C. Soule,1547
Index of the Project Gutenberg Works of Oscar Wilde,Oscar Wilde,1547
El arte de amar (Spanish),Ovid,1546
Concerning Christian Liberty; with Letter of Martin Luther to Pope Leo X.,Martin Luther,1546
"Thomas Jefferson, the Apostle of Americanism",Gilbert Chinard,1546
Apocolocyntosis,Lucius Annaeus Seneca,1545
Records of Woodhall Spa and Neighbourhood,J. Conway Walter,1545
The Burlington magazine ,Unknown,1545
"The historians' history of the world in twenty-five volumes, volume 07 ",Unknown,1545
癡人說夢記 (Chinese),Sheng Lü,1545
The World's Greatest Books — Volume 02 — Fiction,Unknown,1544
An Account of The Kingdom of Nepal,Francis Hamilton,1544
Historia Amoris,Edgar Saltus,1543
L'Oeuvre Poètique de Charles Baudelaire,Charles Baudelaire,1543
初刻拍案驚奇 (Chinese),Mengchu Ling,1543
Through Keeweenaw,Keith Henney,1543
The Autobiography of Goethe,Johann Wolfgang von Goethe,1543
"History of the Wars, Books V and VI",Procopius,1543
"The Prose Works of Jonathan Swift, D.D. — Volume 09",Jonathan Swift,1542
"Curious Epitaphs, Collected from the Graveyards of Great Britain and Ireland.",William Andrews,1541
Glass,Edward Dillon,1541
"An Apology for the Life of Mr. Colley Cibber, Volume 1 (of 2)",Colley Cibber,1540
Fictitious & Symbolic Creatures in Art,John Vinycomb,1540
The Riddle of the Sands,Erskine Childers,1540
Poems,Matthew Arnold,1540
"Las Fábulas de Esopo, Vol. 01 (Spanish)",Aesop and George Fyler Townsend,1540
Tales from Shakespeare,Charles Lamb and Mary Lamb,1539
The Germ,Various,1539
"Records, Historical and Antiquarian, of Parishes Round Horncastle",J. Conway Walter,1538
"Tales of King Arthur and the Round Table, Adapted from the Book of Romance",Unknown,1538
"The Collected Works of Ambrose Bierce, Volume 02",Ambrose Bierce,1537
Sea Power in its Relations to the War of 1812. Volume 2,A. T. Mahan,1537
The Standard Oratorios,George P. Upton,1536
Little Black Sambo,Helen Bannerman,1536
In Unfamiliar England,Thos. D. Murphy,1536
"Farnham's Travels in the Great Western Prairies, etc., part 1, May 21-October 16, 1839",Thomas Jefferson Farnham,1535
A History of the Inquisition of the Middle Ages; volume III,Henry Charles Lea,1535
三國志 (Chinese),Shou Chen,1535
Memoirs,Charles Godfrey Leland,1535
Facts About Champagne and Other Sparkling Wines,Henry Vizetelly,1534
American Indian Stories,Zitkala-Sa,1534
"The History of Woman Suffrage, Volume VI",Unknown,1534
Outlines of Ecclesiastical History,B. H. Roberts,1534
"Memoirs of the life, exile, and conversations of the Emperor Napoleon. (Vol. I)",comte de Emmanuel-Auguste-Dieudonné Las Cases,1533
Tales of Old Japan,Baron Algernon Bertram Freeman-Mitford Redesdale,1533
Mycenæ,Heinrich Schliemann,1533
Oeuvres Completes de Rollin Tome 1 (French),Charles Rollin,1532
English Synonyms and Antonyms,James Champlin Fernald,1531
"The History of Henry Esmond, Esq., a Colonel in the Service of Her Majesty Queen Anne",William Makepeace Thackeray,1531
Tyrol and Its People,Clive Holland,1531
Die menschliche Familie nach ihrer Entstehung und natürlichen Entwickelung (German),Friedrich von Hellwald,1531
"The World's Sixteen Crucified Saviors; Or, Christianity Before Christ",Kersey Graves,1530
The fair Mississippian,Charles Egbert Craddock,1530
"Encyclopaedia Britannica, 11th Edition, ""Letter"" to ""Lightfoot, John""",Various,1530
Fanny Hill,John Cleland,1529
Theresa Raquin,Émile Zola,1529
"A History of the Cambridge University Press, 1521-1921",S. C. Roberts,1529
Vie de Bohème,Orlo Williams,1528
Astrology,Sepharial,1528
Zanoni,Baron Edward Bulwer Lytton Lytton,1528
Songs of the West,"S. Baring-Gould, H. Fleetwood Sheppard, and F. W. Bussell",1528
Gitanjali,Rabindranath Tagore,1527
"Neues Spanisch-Deutsches Wörterbuch (German)",Theodor Stromer,1527
Edison,Frank Lewis Dyer and Thomas Commerford Martin,1526
A Literary and Historical Atlas of Asia,J. G. Bartholomew,1526
The case-book of Sherlock Holmes,Arthur Conan Doyle,1525
"The Life of Nelson, Volume 2",A. T. Mahan,1525
O. Henry Memorial Award prize stories of 1927,Unknown,1525
History of Roman Literature from its Earliest Period to the Augustan Age. Vol. I,John Colin Dunlop,1524
Theodoric the Goth,Thomas Hodgkin,1524
鏡花緣 (Chinese),Ruzhen Li,1524
"Henry of Monmouth, Volume 2",James Endell Tyler,1523
The Unknown Masterpiece,Honoré de Balzac,1523
French Mediaeval Romances from the Lays of Marie de France,active 12th century de France Marie,1523
"Maximilian, Prince of Wied's, Travels in the Interior of North America, 1832-1834, part 1",Prinz von Maximilian Wied,1523
"Comedias, tomo 2 de 3 ",Aristophanes,1523
The Water-Babies,Charles Kingsley,1522
English Travellers of the Renaissance,Clare Howard,1522
"England under the Angevin Kings, Volumes I and II",Kate Norgate,1522
"Goya, an account of his life and works",Albert Frederick Calvert,1522
The Part Borne by the Dutch in the Discovery of Australia 1606-1765,J. E. Heeres,1522
The Diary of John Evelyn (Volume 2 of 2),John Evelyn,1522
Aspects of the novel,E. M. Forster,1521
Famous Violinists of To-day and Yesterday,Henry Charles Lahee,1521
"London Labour and the London Poor, Vol. 2",Henry Mayhew,1521
Romain Rolland,Stefan Zweig,1521
"Encyclopaedia Britannica, 11th Edition, ""Columbus"" to ""Condottiere""",Various,1521
Palace and Mosque at Ukhaidir,Gertrude Lowthian Bell,1520
A history of Italian painting,Frank Jewett Mather,1520
Twelve Stories and a Dream,H. G. Wells,1520
Tennyson and his friends,Unknown,1520
The Vedanta-Sutras with the Commentary by Sankaracarya,Unknown,1520
